run_id,keyword_id,youtube_id,title,channel_title,published_at,view_count,like_count,comment_count,thumbnail_url,collected_at
1,19,F9Q-vuM07L4,[주식]🚨2월 25일 당장 매수!! 미친 급등 터질 주식 '딱 3종목'🔥#급등주 #로봇관련주 #배터리 #2차전지 #로봇주 #코스피 #코스닥 #연기금 #국민연금 #원전주｜리드남,주식 재벌 - 주먹남 리드남의 급등주,2026-02-24 20:30,31761,3593,155,https://i.ytimg.com/vi/F9Q-vuM07L4/hqdefault.jpg,2026-02-25 16:10
1,19,4CGv5lDwQwg,"""수십년 투자하며 깨달았다"" 이익은 극대화 하고 손실은 최소화하는 최적의 실전 투자 방법 (이광수 대표 2부)",책과삶,2026-02-24 19:00,34108,1141,53,https://i.ytimg.com/vi/4CGv5lDwQwg/hqdefault.jpg,2026-02-25 16:10
1,19,53rJ3cq1Zxw,"삼성전자 SK하이닉스 충격신호 떴다, 말도 안되는 저평가 2차전지 '이 주식' 바닥에서 곧 억소리나게 오를 겁니다 [인생주식]",주식장인,2026-02-24 18:00,188440,0,848,https://i.ytimg.com/vi/53rJ3cq1Zxw/hqdefault.jpg,2026-02-25 16:10
2,20,9oN5E6DE9Zg,[프리미어리그] 12R 아스날 vs 토트넘 2분 하이라이트,쿠팡플레이 스포츠,2025-11-24 07:00,765409,5520,2139,https://i.ytimg.com/vi/9oN5E6DE9Zg/hqdefault.jpg,2026-02-25 16:10
2,20,myatMnuZE14,"[속보] 손흥민 떠나자마자 강등된다고? 토트넘 또 졌다 강등 현실화! 감독 교체도 소용없었다! 16위 추락, 진짜로 강등권 눈앞! 투도르 감독 데뷔전 아스날전 대참패!",풋볼 포레스트 - Forrest Football,2026-02-23 03:38,80782,1124,437,https://i.ytimg.com/vi/myatMnuZE14/hqdefault.jpg,2026-02-25 16:10
2,20,dAsd8ORMg9M,[친선경기] 아스날 vs 토트넘 홋스퍼 풀 하이라이트,쿠팡플레이 스포츠,2025-08-01 00:15,1561202,10909,2651,https://i.ytimg.com/vi/dAsd8ORMg9M/hqdefault.jpg,2026-02-25 16:10
2,21,okNDJoYtvF0,[프리미어리그] 27R 에버턴 vs 맨유 센느 라먼스 주요장면,쿠팡플레이 스포츠,2026-02-24 08:38,38881,433,218,https://i.ytimg.com/vi/okNDJoYtvF0/hqdefault.jpg,2026-02-25 16:10
2,21,T_uoX-Wzxho,맨유 에버턴 참교육했습니다,여푸,2026-02-24 13:33,8348,306,40,https://i.ytimg.com/vi/T_uoX-Wzxho/hqdefault.jpg,2026-02-25 16:10
2,21,d7gGmWuemJc,EVERTON 0-1 MANCHESTER UNITED| Premier League highlights,Everton Football Club,2026-02-24 09:00,921126,7593,488,https://i.ytimg.com/vi/d7gGmWuemJc/hqdefault.jpg,2026-02-25 16:10
2,22,nNPLrRfN9SU,England v Pakistan | Urdu Highlights | Men's T20 World Cup 2026,ICC,2026-02-25 04:01,1135735,13446,712,https://i.ytimg.com/vi/nNPLrRfN9SU/hqdefault.jpg,2026-02-25 16:10
2,22,BKzxyehrHAk,Pakistan Vs England ICC T20 World Cup Full Match Highlights 2026,Cricket Expert,2026-02-25 12:56,8111,0,19,https://i.ytimg.com/vi/BKzxyehrHAk/hqdefault.jpg,2026-02-25 16:10
2,22,bZsVtT2o9bo,England v Pakistan | Match Highlights | Men's T20 World Cup 2026,ICC,2026-02-25 03:40,152818,852,195,https://i.ytimg.com/vi/bZsVtT2o9bo/hqdefault.jpg,2026-02-25 16:10
2,23,7DwI_FhWHjI,"'브뤼헤 돌풍' 잠재운 해트트릭! 쇠를로트, AT 마드리드 16강 이끌다 #SPOTIME #UCL",스포타임,2026-02-25 09:03,100836,873,147,https://i.ytimg.com/vi/7DwI_FhWHjI/hqdefault.jpg,2026-02-25 16:10
2,23,tJqhBlEDlbM,"노르웨이 변방 클럽의 기적! 보되, 창단 109년 만에 첫 'UCL 16강' #SPOTIME #UCL",스포타임,2026-02-25 11:23,89782,948,335,https://i.ytimg.com/vi/tJqhBlEDlbM/hqdefault.jpg,2026-02-25 16:10
2,23,omotzC2hsio,굴욕은 한 번으로 족하다! 16강 진출 절실한 레알·PSG #SPOTIME #UCL,스포타임,2026-02-24 10:56,155022,785,214,https://i.ytimg.com/vi/omotzC2hsio/hqdefault.jpg,2026-02-25 16:10
2,24,jUhlnOrbpZU,[MLS] 1R LAFC vs 인터 마이애미 2분 하이라이트,쿠팡플레이 스포츠,2026-02-22 15:17,551006,3458,873,https://i.ytimg.com/vi/jUhlnOrbpZU/hqdefault.jpg,2026-02-25 16:10
2,24,eogbfMaEheE,[MLS] 1R LAFC vs 인터 마이애미 손흥민 주요장면,쿠팡플레이 스포츠,2026-02-22 15:13,1901290,13607,2496,https://i.ytimg.com/vi/eogbfMaEheE/hqdefault.jpg,2026-02-25 16:10
2,24,0BME-2Xe2wA,LAFC vs. Inter Miami CF | Full Match Highlights | Battle At The Coliseum,Major League Soccer,2026-02-22 14:11,2420726,32803,3227,https://i.ytimg.com/vi/0BME-2Xe2wA/hqdefault.jpg,2026-02-25 16:10
2,25,laNFhasSaMs,HATTRICK SORLOTH !! (4-1) HIGHLIGHT ATLETICO MADRID VS CLUB BRUGGE UEFA CHAMPIONS LEAGUE 25/26 GOALS,Timnas Magazine,2026-02-25 04:43,28479,109,3,https://i.ytimg.com/vi/laNFhasSaMs/hqdefault.jpg,2026-02-25 16:10
2,25,-dGq6HwbOq0,Atlético de Madrid ATM vs club brugge 4-1 Highlights & Goals • alexander sorloth hattrick ,Footballia,2026-02-25 05:19,27762,139,2,https://i.ytimg.com/vi/-dGq6HwbOq0/hqdefault.jpg,2026-02-25 16:10
2,25,gYeoHqj6mwc,Atletico Madrid vs Club Brugge 4-1 Resumen | Sorloth Hattrick | UCL Highlights | Johnny Cardoso Goal,Football Xtra,2026-02-25 04:36,19626,51,1,https://i.ytimg.com/vi/gYeoHqj6mwc/hqdefault.jpg,2026-02-25 16:10
2,25,l4375Nl8IHs,Atletico Madrid vs Club Brugge 4-1 Highlights & All Goals (Champions League) Atletico Club Brugge,Jakubek,2026-02-25 04:59,66072,495,2,https://i.ytimg.com/vi/l4375Nl8IHs/hqdefault.jpg,2026-02-25 16:10
